eGRID2019 Plant file sequence number,Data Year,Plant state abbreviation,Plant name,DOE/EIA ORIS plant or facility code,Utility name,Utility ID,Plant county name,Plant latitude,Plant longitude,Number of units,Plant primary coal/oil/gas/ other fossil fuel category
SEQPLT19,YEAR,PSTATABB,PNAME,ORISPL,UTLSRVNM,UTLSRVID,CNTYNAME,LAT,LON,NUMUNT,PLFUELCT
227,2019,AL,Tenaska Lindsay Hill Generating Station,55271,Tenaska Alabama Partners LP,31386,Autauga,32.6514,-86.7386,3,GAS
228,2019,AL,Theodore Cogeneration,7721,Alabama Power Co,195,Mobile,30.525445,-88.128477,1,GAS
229,2019,AL,Thurlow Dam,19,Alabama Power Co,195,Elmore,32.535436,-85.887614,3,HYDRO
230,2019,AL,Tom Bevill Lock and Dam Hydroelectric,61749,"Energy Resources USA, Inc.",60718,Pickens,33.210892,-88.289611,3,HYDRO
231,2019,AL,U S Alliance Coosa Pines,54216,Bowater Newport Coosa Pines Op,2053,Talladega,33.328107,-86.356825,7,BIOMASS
232,2019,AL,Walter Bouldin Dam,4,Alabama Power Co,195,Elmore,32.583889,-86.283056,3,HYDRO
233,2019,AL,Walton Discover Power Facility,55138,Walton Discover LLC,60492,LEE,32.54098,-85.038879,4,GAS
234,2019,AL,Washington County Cogen (Olin),7697,Alabama Power Co,195,Washington,31.2504,-88.0156,1,GAS
235,2019,AL,Weiss Dam,20,Alabama Power Co,195,Cherokee,34.172142,-85.753806,3,HYDRO
236,2019,AL,Westervelt Moundville Cogen,57467,The Westervelt Co,56785,Hale,32.960714,-87.655419,2,BIOMASS
237,2019,AL,WestRock Coated Board,54802,Mead Coated Board Inc,12222,Russell,32.1761,-85.0272,2,GAS
238,2019,AL,WestRock Demopolis Mill,54763,"WestRock Mill Company, LLC",59976,Marengo,32.4541,-87.9759,8,BIOMASS
239,2019,AL,Wheeler Dam,49,Tennessee Valley Authority,18642,Lawrence,34.8069,-87.3819,11,HYDRO
240,2019,AL,Widows Creek,50,Tennessee Valley Authority,18642,Jackson,34.883022,-85.755253,8,COAL
241,2019,AL,Wilson Dam,6440,Tennessee Valley Authority,18642,Lauderdale,34.79782,-87.62537,21,HYDRO
242,2019,AL,Yates Dam,21,Alabama Power Co,195,Elmore,32.5743,-85.8901,2,HYDRO
243,2019,AL,Yellowhammer Gas Plant,54730,W&T Offshore Inc,57139,MOBILE,30.403538,-88.12833,1,GAS
244,2019,AR,Archer Daniels Midland Little Rock,54311,Archer Daniels Midland Co,772,Pulaski,34.7,-92.199722,4,GAS
245,2019,AR,Arkansas Nuclear One,8055,Entergy Arkansas LLC,814,Pope,35.311,-93.2351,2,NUCLEAR
246,2019,AR,Ashdown,54104,Domtar Industries Inc,5262,Little River,33.6417,-94.1083,5,BIOMASS
247,2019,AR,Beaver Dam,182,USCE-Little Rock District,19647,Carroll,36.421507,-93.847373,2,HYDRO
248,2019,AR,Blakely Mountain,197,USCE -Vickburg District,19406,Garland,34.570984,-93.194425,2,HYDRO
249,2019,AR,Bull Shoals,198,USCE-Little Rock District,19647,Marion,36.3635,-92.5763,8,HYDRO
250,2019,AR,Carl Bailey,202,Arkansas Electric Coop Corp,807,Woodruff,35.260102,-91.363426,1,GAS
251,2019,AR,Carpenter,166,Entergy Arkansas LLC,814,Garland,34.4425,-93.0262,2,HYDRO
252,2019,AR,Cecil Lynch,167,Entergy Arkansas LLC,814,Pulaski,34.7535,-92.1987,3,
253,2019,AR,Chicot Solar,63295,"Chicot Solar, LLC",63073,Chicot,33.479,-91.349,1,SOLAR
254,2019,AR,City Water & Light - City of Jonesboro,56505,City Water and Light Plant,9879,Craighead,35.848561,-90.725377,3,GAS
255,2019,AR,Clearwater Paper APP CB,50638,Clearwater Paper Corporation,56225,Desha,33.7061,-91.2371,2,BIOMASS
256,2019,AR,Columbia Flooring Melbourne,56182,Unilin Flooring NC LLC-Columbia Flooring,49831,Izard,36.060514,-91.919802,1,BIOMASS
257,2019,AR,Dam 2,7246,Arkansas Electric Coop Corp,807,Desha,33.986501,-91.315788,3,HYDRO
258,2019,AR,Dardanelle,199,USCE-Little Rock District,19647,Pope,35.2503,-93.1686,4,HYDRO
259,2019,AR,Degray,187,USCE -Vickburg District,19406,Clark,34.211913,-93.110963,2,HYDRO
260,2019,AR,Dell Power Plant,55340,"Associated Electric Coop, Inc",924,Mississippi,35.8619,-90.0253,2,GAS
261,2019,AR,Elkins Generating Center,56489,Arkansas Electric Coop Corp,807,Washington,35.9714,-94.0014,3,GAS
262,2019,AR,Ellis Hydro,7040,Arkansas Electric Coop Corp,807,Crawford,35.351361,-94.294349,3,HYDRO
263,2019,AR,FECC Solar Benton,61839,"Today's Power, Inc.",61204,Saline,34.638429,-92.578347,1,SOLAR
264,2019,AR,Flint Creek Power Plant,6138,Southwestern Electric Power Co,17698,Benton,36.2561,-94.5241,1,COAL
265,2019,AR,Fourche Creek Wastewater,10050,Little Rock Water Reclamation Authority,11079,Pulaski,34.6968,-92.165,4,BIOMASS
266,2019,AR,Fulton,7825,Arkansas Electric Coop Corp,807,Hempstead,33.6094,-93.7924,1,GAS
267,2019,AR,Genova Arkansas I LLC,55869,Southwestern Electric Power Co,17698,Washington,36.186111,-94.284166,3,GAS
268,2019,AR,Georgia-Pacific Crossett LLC,10606,G-P CONSUMER OPER LLC,4580,Ashley,33.1421,-91.975,5,BIOMASS
269,2019,AR,Greers Ferry Lake,188,USCE-Little Rock District,19647,Cleburne,35.5207,-91.9953,2,HYDRO
270,2019,AR,Hamilton Moses,168,Entergy Arkansas LLC,814,St Francis,34.9806,-90.8722,2,GAS
271,2019,AR,Happy Solar 1,63766,"Lightsource Renewable Energy Asset Management, LLC",62842,White,35.167715,-91.660279,1,SOLAR
272,2019,AR,Harry D. Mattison Power Plant,56328,Southwestern Electric Power Co,17698,Washington,36.1855,-94.2841,4,GAS
273,2019,AR,Harvey Couch,169,Entergy Arkansas LLC,814,Lafayette,33.3592,-93.4649,2,GAS
274,2019,AR,Hot Spring Energy Facility,55418,Entergy Arkansas LLC,814,Hot Spring,34.29759,-92.868344,2,GAS
275,2019,AR,Independence,6641,Entergy Arkansas LLC,814,Independence,35.678442,-91.408761,2,COAL
276,2019,AR,John W. Turk Jr. Power Plant,56564,Southwestern Electric Power Co,17698,Hempstead,33.649722,-93.811944,1,COAL
277,2019,AR,Lake Catherine,170,Entergy Arkansas LLC,814,Hot Spring,34.4341,-92.9049,1,GAS
278,2019,AR,Lee Creek Water Treatment Facility,54283,Fort Smith City of,31518,Crawford,35.484488,-94.392858,1,HYDRO
279,2019,AR,Mabelvale,171,Entergy Arkansas LLC,814,Pulaski,34.635997,-92.409602,4,GAS
280,2019,AR,Magnet Cove Generating Station,55714,Arkansas Electric Coop Corp,807,Hot Spring,34.4297,-92.8317,2,GAS
281,2019,AR,McClellan,203,Arkansas Electric Coop Corp,807,Ouachita,33.5648,-92.7917,1,GAS
282,2019,AR,Municipal Light,193,City of Piggott - (AR),15043,Clay,36.3858,-90.1867,5,OIL
283,2019,AR,Murray,7166,City of North Little Rock - (AR),13718,Pulaski,34.7956,-92.3569,2,HYDRO
284,2019,AR,Narrows (AR),195,USCE -Vickburg District,19406,Pike,34.148427,-93.715168,3,HYDRO
285,2019,AR,Noland Wastewater Treatment Plant Hybrid,62682,"Today's Power, Inc.",61204,Washington,36.082301,-94.067149,2,SOLAR
286,2019,AR,Norfork,196,USCE-Little Rock District,19647,Baxter,36.2491,-92.2401,2,HYDRO
287,2019,AR,Osceola (AR),172,City of Osceola - (AR),14216,Mississippi,35.705381,-89.9689,6,OIL
288,2019,AR,Oswald Generating Station,55221,Arkansas Electric Coop Corp,807,Pulaski,34.5923,-92.2166,7,GAS
289,2019,AR,Ozark,6142,USCE-Little Rock District,19647,Franklin,35.4693,-93.8175,5,HYDRO
290,2019,AR,Ozarks Natural Energy Community Solar,60924,Ozarks Electric Coop Corp - (AR),14289,Washington,36.164296,-94.082269,1,SOLAR
291,2019,AR,Paragould,192,Paragould Light & Water Comm,14446,Greene,36.060556,-90.521389,5,OIL
292,2019,AR,Paragould Reciprocating,8015,Paragould Light & Water Comm,14446,Greene,36.0242,-90.5094,3,GAS
293,2019,AR,Paragould Turbine,7283,Paragould Light & Water Comm,14446,Greene,36.024272,-90.509229,5,GAS
294,2019,AR,Pine Bluff Energy Center,55075,Pine Bluff Energy LLC,28764,Jefferson,34.2181,-91.9025,1,GAS
295,2019,AR,Pine Bluff Mill,10627,Evergreen Packaging Inc,55863,Jefferson,34.221213,-91.907365,6,BIOMASS
296,2019,AR,Plum Point Energy Station,56456,NRG Energy Services - Plum Point,58905,Mississippi,35.6644,-89.9489,1,COAL
297,2019,AR,Remmel,174,Entergy Arkansas LLC,814,Hot Spring,34.4272,-92.8941,3,HYDRO
298,2019,AR,Riceland Foods Cogeneration Plant,56079,Riceland Foods Inc.,15597,Arkansas,34.5136,-91.5331,2,BIOMASS
299,2019,AR,Robert E Ritchie,173,Entergy Arkansas LLC,814,Phillips,34.4629,-90.5987,3,GAS
300,2019,AR,Scenic Hill Solar III,61869,Scenic Hill Solar III LLC,61486,Johnson,35.46715,-93.51517,1,SOLAR
301,2019,AR,"Scenic Hill Solar IV, LLC",63627,Greenbacker Renewable Energy Corporation,60025,Johnson,35.47056,-93.4464,1,SOLAR
302,2019,AR,Searcy Solar Hybrid,62617,"Searcy Solar, LLC",62109,White,35.233,-91.69,2,
303,2019,AR,SR Camden,59947,"SR Camden, LLC",59710,Calhoun,33.631538,-92.703611,1,SOLAR
304,2019,AR,Stuttgart Solar,61262,"Stuttgart Solar, LLC",60871,Arkansas,34.439722,-91.44,1,SOLAR
305,2019,AR,Thomas Fitzhugh,201,Arkansas Electric Coop Corp,807,Franklin,35.462382,-93.804926,1,GAS
306,2019,AR,Two Pine Landfill Gas Recovery,56523,WM Renewable Energy LLC,54842,Pulaski,34.8332,-92.157103,7,BIOMASS
307,2019,AR,UA Central Utility Plant,60536,University Of Arkansas,60295,Washington,36.066336,-94.172254,1,GAS
308,2019,AR,Union Power Station,55380,Entergy Arkansas LLC,814,Union,33.296146,-92.589364,8,GAS
309,2019,AR,Waste Management Eco Vista LFGTE,57025,WM Renewable Energy LLC,54842,Washington,36.140849,-94.259713,5,BIOMASS
310,2019,AR,Westside Wastewater Treatment Plant Hybrid,62683,"Today's Power, Inc.",61204,Washington,36.04135,-94.140079,2,SOLAR
311,2019,AR,Whillock,7135,Arkansas Electric Coop Corp,807,Conway,35.127591,-92.790273,3,HYDRO
312,2019,AR,White Bluff,6009,Entergy Arkansas LLC,814,Jefferson,34.4228,-92.1406,2,COAL
313,2019,AR,White River Lock and Dam 1,57160,White River Hydroelectric,56515,Independence,35.757401,-91.636887,1,HYDRO
314,2019,AR,White River Lock and Dam 2,57161,White River Hydroelectric,56515,Independence,35.744036,-91.765418,1,HYDRO
315,2019,AR,White River Lock and Dam 3,57162,White River Hydroelectric,56515,Stone,35.84361,-91.850521,1,HYDRO
316,2019,AZ,Actus Lend Lease DMAFB,58632,Tesla Inc.,60947,Pima,32.1825,-110.863333,1,SOLAR
317,2019,AZ,AES ES GILBERT,61861,"AES ES GILBERT, LLC",61482,Maricopa,33.446804,-111.956261,1,OTHF
318,2019,AZ,Agua Caliente Solar Project,57373,Agua Caliente Solar,59396,Yuma,32.9774,-113.4945,4,SOLAR
319,2019,AZ,Agua Fria Generating Station,141,Salt River Project,16572,Maricopa,33.5561,-112.2153,4,GAS
320,2019,AZ,Amphitheater High School Solar,60684,"Constellation Solar Arizona 2, LLC",60404,Pima,32.269,-110.975,1,SOLAR
321,2019,AZ,Apache Solar 1,60964,Arizona Electric Pwr Coop Inc,796,Cochise,32.068141,-109.890379,1,SOLAR
322,2019,AZ,Apache Station,160,Arizona Electric Pwr Coop Inc,796,Cochise,32.0603,-109.8931,4,GAS
323,2019,AZ,APS Saguaro Power Plant,118,Arizona Public Service Co,803,Pinal,32.5517,-111.3,2,GAS
324,2019,AZ,APS West Phoenix Power Plant,117,Arizona Public Service Co,803,Maricopa,33.4417,-112.1583,3,GAS
325,2019,AZ,Arizona State University CHP,58199,Energy Center Phoenix LLC,58172,Maricopa,33.417222,-111.928333,2,GAS
326,2019,AZ,Arizona Western College PV,57765,Main Street Power,58863,Yuma,32.687778,-114.49611,7,SOLAR
327,2019,AZ,Arlington Valley Energy Facility,55282,Arlington Valley LLC,56812,Maricopa,33.3417,-112.8897,2,GAS
328,2019,AZ,Arlington Valley Solar Energy I,57679,Consolidated Edison Development Inc.,56769,Maricopa,33.321667,-112.880555,1,SOLAR
329,2019,AZ,Arlington Valley Solar Energy II,57680,Arlington Valley Solar Energy II LLC,57004,Maricopa,33.305,-112.833888,5,SOLAR
330,2019,AZ,Arzon Solar UASTP Solar Power Station,57930,FRB Solar LLC,61055,Pima,32.108147,-110.824662,1,SOLAR
331,2019,AZ,Atlas,63798,174 Power Global Corp.,61222,La Paz,33.94345,-113.79165,2,
332,2019,AZ,Avalon Solar,59168,Avalon Solar,59384,Pima,32.001389,-110.960556,1,SOLAR
333,2019,AZ,Avalon Solar II,60062,"Avalon Solar Partners II, LLC",59789,Pima,32.000854,-110.958427,1,SOLAR
334,2019,AZ,Avra Valley Solar,57657,NRG Solar Avra Valley,59398,Pima,32.371667,-111.282777,1,SOLAR
335,2019,AZ,AZ State University - Tempe Campus Solar,62643,Arizona State University FDM,62083,Maricopa,33.424279,-111.92822,11,SOLAR
336,2019,AZ,Badger 1,58262,Desert Sky Solar LLC,58239,Maricopa,33.498003,-112.813458,1,SOLAR
337,2019,AZ,Black Mountain Generating Station,56482,"UNS Electric, Inc",19728,Mohave,35.0361,-114.1594,2,GAS
338,2019,AZ,Black Mountain Solar LLC,58042,Black Mountain Solar LLC,57413,Mohave,35.0227,-114.1627,1,SOLAR
339,2019,AZ,Bonnybrooke PV,60413,"Apple, Inc",57369,Pinal,33.053,-111.34,1,SOLAR
340,2019,AZ,"Buckeye Generation Center, LLC",59471,"Cogentrix Development Holdings, LLC",59235,Maricopa,33.230833,-112.626389,6,GAS
341,2019,AZ,Buckeye Union HS District 201,58037,Constellation Solar Arizona LLC,57408,Maricopa,33.419167,-112.576111,1,SOLAR
342,2019,AZ,Canyon Del Oro High School Solar,60685,"Constellation Solar Arizona 2, LLC",60404,Pima,32.374,-110.974,4,SOLAR
343,2019,AZ,Childs,112,Arizona Public Service Co,803,Yavapai,34.351111,-111.700556,3,HYDRO
344,2019,AZ,Chino Solar Valley,57560,Arizona Public Service Co,803,Yavapai,34.71843,-112.42899,1,SOLAR
345,2019,AZ,Cholla,113,Arizona Public Service Co,803,Navajo,34.9394,-110.3033,3,COAL
346,2019,AZ,Cogeneration 1,56229,University of Arizona,49913,Pima,32.229922,-110.952797,1,GAS
347,2019,AZ,Cogeneration 2,59233,University of Arizona,49913,Pima,32.240833,-110.948333,1,GAS
348,2019,AZ,Cogenra - TEP,58832,Terraform Arcadia,63249,Pima,32.101944,-110.813333,1,SOLAR
349,2019,AZ,"Concord Blue Eagar, LLC",60374,"Concord Blue Eagar, LLC",60167,Apache,34.11494,-109.37503,2,BIOMASS
350,2019,AZ,Coolidge Generating Station,56948,Salt River Project,16572,Pinal,32.917399,-111.503327,12,GAS
351,2019,AZ,Copper Crossing Energy Center,58413,Salt River Project,16572,Pinal,33.15512,-111.483636,9,GAS
352,2019,AZ,Coronado Generating Station,6177,Salt River Project,16572,Apache,34.5789,-109.2708,2,COAL
353,2019,AZ,Cotton Center Solar Hybrid,57561,Arizona Public Service Co,803,Maricopa,33.034722,-112.661667,2,SOLAR
354,2019,AZ,Crosscut,143,Salt River Project,16572,Maricopa,33.439375,-111.946052,5,
355,2019,AZ,Davis Dam,152,U S Bureau of Reclamation,2518,Mohave,35.197044,-114.570669,5,HYDRO
356,2019,AZ,Davis Monthan AFB (AZ) West Airfield,59779,"SunE DM, LLC",59544,Pima,32.17356,-110.899734,1,SOLAR
357,2019,AZ,De Moss Petrie Generating Station,124,Tucson Electric Power Co,24211,Pima,32.252273,-110.992148,1,GAS
358,2019,AZ,Desert Basin Generating Station,55129,Salt River Project,16572,Pinal,32.9042,-111.7889,2,GAS
359,2019,AZ,Desert Star,59444,Arizona Public Service Co,803,Maricopa,33.145,-112.66,1,SOLAR
360,2019,AZ,Desert Star Hybrid,62965,Arizona Public Service Co,803,Maricopa,33.145593,-112.659124,2,SOLAR
361,2019,AZ,Dolan Springs,57920,Avangrid Renewables LLC,15399,Mohave,35.61,-114.26,1,WIND
362,2019,AZ,Douglas,114,Arizona Public Service Co,803,Cochise,31.364122,-109.5538,1,OIL
363,2019,AZ,Dry Lake Solar,57922,Avangrid Renewables LLC,15399,Navajo,34.513333,-110.078333,1,SOLAR
364,2019,AZ,Dry Lake Wind LLC,57098,Avangrid Renewables LLC,15399,Navajo,34.6596,-110.2842,1,WIND
365,2019,AZ,East Line Solar,62899,"East Line Solar, LLC",62667,Pinal,32.84703,-111.565072,1,SOLAR
366,2019,AZ,El Sol BESS,62964,Arizona Public Service Co,803,Maricopa,33.568,-112.305917,1,OTHF
367,2019,AZ,Estrella Mountain PV,60230,Tesla Inc.,60947,Maricopa,33.409803,-112.340297,1,SOLAR
368,2019,AZ,FirstEnergy,55711,Allegheny Energy Supply Co LLC,23279,La Paz,33.935833,-113.555,6,GAS
369,2019,AZ,Foothills Solar Plant Hybrid,57997,Arizona Public Service Co,803,Yuma,32.64856,-114.428741,3,SOLAR
370,2019,AZ,Fort Huachuca Solar PV Project,58972,Tucson Electric Power Co,24211,Cochise,31.555278,-110.35,2,SOLAR
371,2019,AZ,"Gato Montes Solar, LLC",58842,"Gato Montes Solar, LLC",58711,Pima,32.102778,-110.819722,1,SOLAR
372,2019,AZ,Gila Bend Hybrid,59020,Arizona Public Service Co,803,Maricopa,32.940833,-112.881389,2,SOLAR
373,2019,AZ,Gila Bend Power Generation Station,55507,Gila Bend Power Partners LLC,7189,Maricopa,32.985977,-112.811009,4,GAS
374,2019,AZ,Gila River Power Block 2,60768,Salt River Project,16572,Maricopa,32.975,-112.694444,4,GAS
375,2019,AZ,Gila River Power Station,55306,Salt River Project,16572,Maricopa,32.975,-112.6944,8,GAS
376,2019,AZ,"Gilbert Solar Facility I, LLC",58543,"Gilbert Solar Facility I, LLC",58514,Maricopa,33.355862,-111.802355,1,SOLAR
377,2019,AZ,Glen Canyon Dam,153,U S Bureau of Reclamation,2518,Coconino,36.936614,-111.483872,8,HYDRO
378,2019,AZ,Glendale Energy Power Plant,57829,Glendale Energy LLC,57148,Maricopa,33.540324,-112.306361,2,BIOMASS
379,2019,AZ,Gray Hawk Solar,61272,"Gray Hawk Solar, LLC",60886,Mohave,35.3635,-113.8978,1,SOLAR
380,2019,AZ,Griffith Energy Project,55124,Griffith Energy LLC,56090,Mohave,35.054029,-114.133272,2,GAS
381,2019,AZ,Headgate Rock,7179,Colorado River Indian Irr Proj,3990,La Paz,34.168264,-114.277356,3,HYDRO
382,2019,AZ,Hoover Dam (AZ),8902,U S Bureau of Reclamation,2518,Mohave,36.01551,-114.738006,10,HYDRO
383,2019,AZ,Horse Mesa,145,Salt River Project,16572,Maricopa,33.5907,-111.344,4,HYDRO
384,2019,AZ,Hyder II Hybrid,58383,Arizona Public Service Co,803,Yuma,33.027,-113.3489,2,SOLAR
385,2019,AZ,Hyder Solar Hybrid,57563,Arizona Public Service Co,803,Yuma,33.02566,-113.34397,3,SOLAR
386,2019,AZ,Intel - Ocotillo Campus Solar,60822,Tesla Inc.,60947,Maricopa,33.243261,-111.892354,2,SOLAR
387,2019,AZ,IRC Generator Facility,56899,"Garkane Energy Coop, Inc",6957,Coconino,36.9708,-112.5264,2,OIL
388,2019,AZ,Iron Horse Battery Storage Hybrid,60996,"Iron Horse Battery Storage, LLC",60633,Pima,32.098492,-110.819119,2,SOLAR
389,2019,AZ,Irving,115,Arizona Public Service Co,803,Yavapai,34.402222,-111.617222,1,HYDRO
390,2019,AZ,Irvington Generating Station,126,Tucson Electric Power Co,24211,Pima,32.16,-110.9047,4,GAS
391,2019,AZ,Jacobson 5 MW Solar,60603,"UNS Electric, Inc",19728,Mohave,35.304528,-114.01183,1,SOLAR
392,2019,AZ,Jewish Community Center PV,58292,Main Street Power,58863,Maricopa,33.603056,-111.924722,1,SOLAR
393,2019,AZ,Kayenta Solar Project,61268,"NGI-Kayenta Solar Lessor I, LLC",60879,Navajo,36.771944,-110.263889,2,SOLAR
394,2019,AZ,Kingman 1,57775,Brookfield Renewable Trading and Marketing LP,63235,Mohave,35.145833,-114.0675,2,WIND
395,2019,AZ,Kyrene Generating Station,147,Salt River Project,16572,Maricopa,33.3556,-111.9353,1,GAS
396,2019,AZ,La Paz Solar Tower,58652,"Enivromission, Inc",58597,La Paz,33.917222,-114.2675,1,SOLAR
397,2019,AZ,La Senita,57556,"UNS Electric, Inc",19728,Mohave,35.241675,-114.004591,1,SOLAR
398,2019,AZ,Lake Pleasant WTP,58539,Solar Star Arizona III LLC,58507,Maricopa,33.820556,-112.24,1,SOLAR
399,2019,AZ,Luke Solar,57324,Arizona Public Service Co,803,Maricopa,33.526111,-112.37944,1,SOLAR
400,2019,AZ,Macys Goodyear,57673,"Macys Corporate Services, Inc",56998,Maricopa,33.409063,-112.414596,1,SOLAR
401,2019,AZ,Mesa Solar Array,58466,"Apple, Inc",57369,Maricopa,33.346944,-111.603056,1,SOLAR
402,2019,AZ,Mesquite Generating Station,55481,Salt River Project,16572,Maricopa,33.345,-112.864167,4,GAS
403,2019,AZ,Mesquite Solar 1,57707,Consolidated Edison Development Inc.,56769,Maricopa,33.341833,-112.904028,12,SOLAR
404,2019,AZ,"Mesquite Solar 2, LLC",60307,Consolidated Edison Development Inc.,56769,Maricopa,33.332777,-112.911388,1,SOLAR
405,2019,AZ,"Mesquite Solar 3, LLC",60308,Consolidated Edison Development Inc.,56769,Maricopa,33.347583,-112.936805,1,SOLAR
406,2019,AZ,Mohave County Wind Farm,63114,Mohave County Wind Farm,62916,Mohave,35.791142,-114.504504,1,WIND
407,2019,AZ,Mohave Electric at Fort Mohave,59819,"Mohave Sunrise Solar I, LLC",59600,Mohave,34.9843,-114.5565,1,SOLAR
408,2019,AZ,Mohave Electric Cooperative at Joy Lane,63554,"Constellation Solar Arizona 2, LLC",60404,Mohave,34.9843,-114.5565,1,SOLAR
409,2019,AZ,Mormon Flat,148,Salt River Project,16572,Maricopa,33.5536,-111.4431,2,HYDRO
410,2019,AZ,Navajo Generating Station,4941,Salt River Project,16572,Coconino,36.9047,-111.3886,3,COAL
411,2019,AZ,"New Harquahala Generating Company, LLC",55372,"New Harquahala Generating Co, LLC",32790,Maricopa,33.47596,-113.113434,3,GAS
412,2019,AZ,North Loop,6088,Tucson Electric Power Co,24211,Pima,32.401,-111.1262,4,GAS
413,2019,AZ,Northwest Regional,57403,WM Renewable Energy LLC,54842,Maricopa,33.681944,-112.476666,2,BIOMASS
414,2019,AZ,Novo BioPower Plant,56616,Novo Biopower LLC,55925,Navajo,34.503158,-110.334953,1,BIOMASS
415,2019,AZ,Ocotillo Power Plant,116,Arizona Public Service Co,803,Maricopa,33.4225,-111.9122,10,GAS
416,2019,AZ,OE_AZ1,63349,"AZ Solar 1, LLC",63115,La Paz,33.776667,-113.656111,1,SOLAR
417,2019,AZ,Palo Verde,6008,Arizona Public Service Co,803,Maricopa,33.3881,-112.8617,3,NUCLEAR
418,2019,AZ,Paloma Solar Hybrid,57562,Arizona Public Service Co,803,Maricopa,33.021111,-112.661389,2,SOLAR
419,2019,AZ,Paradise Valley H.S. PV,58293,Main Street Power,58863,Maricopa,33.6416,-111.9997,1,SOLAR
420,2019,AZ,Perrin Ranch Wind LLC,58155,Perrin Ranch Wind LLC,58132,Coconino,35.415556,-112.271111,1,WIND
421,2019,AZ,Phoenix Airport East Economy Lot,58708,Solar Star Arizona II LLC,58649,Maricopa,33.4345,-111.9842,1,SOLAR
422,2019,AZ,Phoenix Airport Rental Car Center,58709,Solar Star Arizona II LLC,58649,Maricopa,33.43042,-112.04484,1,SOLAR
423,2019,AZ,"Picture Rocks Solar, LLC",58486,"NVT LICENSES, LLC",58473,Pima,32.369722,-111.242778,1,SOLAR
424,2019,AZ,Pima Community College,62075,Tesla Inc.,60947,Pima,32.166494,-110.816669,1,SOLAR
425,2019,AZ,Pima Community College - East Campus,61104,Tesla Inc.,60947,Pima,32.146142,-110.990639,1,SOLAR
426,2019,AZ,Pima Community College NW,63531,Onyx Asset Services Group,60584,Pima,32.343491,-111.02786,1,SOLAR
427,2019,AZ,Pima Energy Storage System,61197,Pima Energy Storage System,60834,Pima,32.251647,-110.991333,1,OTHF
428,2019,AZ,Pinal Central Energy Center Hybrid,61678,"Pinal Central Energy Center, LLC",61295,Pinal,32.875697,-111.551111,2,SOLAR
